Business Name,Address,City,State,Zip Code,Business Type,IT Type,Business Description,Year Established,Website,Longitude,Latitude,Location
CellExchange,10 Magazine St unit b,Cambridge,MA,02139,Technology,"Business Information Systems, Cyber Security, Operating Systems, Software, Supply Chain Management",CellExchange is a security software and infrastructure provider that assembles IT solutions.,01/01/1997 12:00:00 AM,http://www.cellexchange.com,-71.1046481,42.3648302,POINT (-71.1046481 42.3648302)
Transition Bio,150 Cambridgepark Dr Suite 900,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Health Diagnostics, Medical",Transition Bio provides condensate technology for drug discovery and diagnostics.,01/01/2020 12:00:00 AM,https://www.transitionbio.com/,-71.1461102,42.3944398,POINT (-71.1461102 42.3944398)
Robobee,86A Sherman St,Cambridge,MA,02140,Technology,"Renewable Energy, Robotics",Robobee is a project by Harvard University aims to push advances in miniature robotics and the design of compact high-energy power sources.,01/01/1636 12:00:00 AM,http://robobees.seas.harvard.edu/,-71.1322203,42.3882666,POINT (-71.1322203 42.3882666)
Alltrna,55 Cambridge Pkwy,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Therapeutics",Alltrna is the creator of a tRNA platform that aims to decipher tRNA biology and pioneer therapies for disease treatment.,01/01/2018 12:00:00 AM,https://www.alltrna.com,-71.0762761,42.3657572,POINT (-71.0762761 42.3657572)
Charles River Analytics,625 Mt Auburn St # 3,Cambridge,MA,02138,Technology,"Intelligent Systems, National Security","Charles River Analytics develops and delivers intelligent systems for government, defense, and commercial customers.",01/01/1983 12:00:00 AM,http://www.cra.com,-71.1466205,42.375373,POINT (-71.1466205 42.375373)
PiiQ Media & Risk,1 Broadway,Cambridge,MA,02142,Technology,"Analytics, Artificial Intelligence (AI), Compliance, Cyber Security, Fraud Detection, Physical Security, Simulation, Social Media Management, Software, Training","The Only TRULY AUTOMATED  SPEAR PHISHING SIMULATION for Social, Open, & Dark Web Risk & OSINT Business Intelligence tool",09/01/2018 12:00:00 AM,https://www.piiqmedia.com,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
Genesis DNA,101 Cambridgepark Dr suite 200,Cambridge,MA,02140,Life Sciences,"Biotechnology, Genetics","Genesis DNA is creating new technologies to make gene synthesis rapid, inexpensive, and sequence invariant.",01/01/2015 12:00:00 AM,http://www.genesisdna.com,-71.1448254,42.3949718,POINT (-71.1448254 42.3949718)
Omnipulse Biosciences,1 Main St,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Health Care",Omnipulse Biosciences offers single injection quantities suitable for clinical trials and commercial distribution to low-income countries,01/01/2022 12:00:00 AM,https://www.omnipulsebio.com/,-71.0799976,42.362177,POINT (-71.0799976 42.362177)
LifeMine Therapeutics,30 Acorn Park Dr,Cambridge,MA,02140,Life Sciences,"Biotechnology, Genetics, Life Science, Therapeutics",LifeMine Therapeutics combines genomics with AI and synthetic biology to discover and develop a pipeline of novel medicines.,01/01/2016 12:00:00 AM,http://www.lifeminetx.com,-71.1476441,42.3979905,POINT (-71.1476441 42.3979905)
Genometry,37 Spinelli Pl,Cambridge,MA,02138,Life Sciences,"Biotechnology, Genetics, Pharmaceutical","Genometry commercializes a genome-wide, high-throughput, gene-expression profiling method for pharmaceutical discovery applications.",08/01/2012 12:00:00 AM,http://www.genometry.com,-71.1539177,42.392305,POINT (-71.1539177 42.392305)
Dorna Therapeutics,100 Binney St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Therapeutics",Dorna Therapeutics is the first company to stimulate both innate and adaptive immune responses directly and selectively.,01/01/2018 12:00:00 AM,https://www.dornatx.com,-71.0810426,42.3652123,POINT (-71.0810426 42.3652123)
SAGE Therapeutics,215 First St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Medical, Therapeutics",SAGE Therapeutics develops and delivers novel medicines for most debilitating and disabling central nervous system disorders.,01/01/2010 12:00:00 AM,http://www.sagerx.com,-71.0785725,42.3642358,POINT (-71.0785725 42.3642358)
AavantiBio,75 Sidney St 4th Floor,Cambridge,MA,02139,Life Sciences,"Biotechnology, Genetics, Health Care, Life Science",AavantiBio is a biopharmaceutical company that provides gene transfer and gene editing therapies to treat genetic diseases.,01/01/2020 12:00:00 AM,https://www.aavantibio.com/,-71.1022842,42.3615089,POINT (-71.1022842 42.3615089)
Combined Therapeutics,767 Concord Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Oncology",Combined Therapeutics Inc. (CTx) is a pre-clinical-stage biotech in the game-changing segment of cancer research that is immunotherapy.,01/01/2016 12:00:00 AM,http://www.combinedtx.com/,-71.1533349,42.3929502,POINT (-71.1533349 42.3929502)
Vizgen,61 Moulton St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Life Science, Medical","Vizgen is a biotech company that develops solutions for next-generation spatially resolved, single-cell transcriptomics.",03/07/2019 12:00:00 AM,https://www.vizgen.com,-71.14832,42.3915351,POINT (-71.14832 42.3915351)
Devo,255 Main St Suite #702,Cambridge,MA,02142,Technology,"Analytics, Big Data, Cloud Data Services, Cyber Security, Information Services, Information Technology",Devo is a cybersecurity company that provides cloud-native logging and security analytics for organizations.,05/01/2011 12:00:00 AM,http://www.devo.com,-71.0853523,42.3626831,POINT (-71.0853523 42.3626831)
Tiba Biotech,14th Floor,Cambridge,MA,02142,Life Sciences,Biotechnology,Tiba is a Boston based pre-clinical biotechnology company.,01/01/2016 12:00:00 AM,http://www.tiba.bio/,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
PanTher Therapeutics,215 First St # 440,Cambridge,MA,02142,Life Sciences,"Biotechnology, Medical, Therapeutics",PanTher Therapeutics features treatment platform designed to enhance therapeutic response with minimal side effects.,01/01/2016 12:00:00 AM,https://www.panthertx.com/,-71.0792274,42.364414,POINT (-71.0792274 42.364414)
Solstice,160 Alewife Brook Pkwy #1048,Cambridge,MA,02138,Technology,"Clean Energy, CleanTech, Energy, SaaS, Solar",Solstice provides turnkey customer solutions for shared solar.,01/01/2014 12:00:00 AM,http://solstice.us,-71.1399313,42.3905205,POINT (-71.1399313 42.3905205)
Vysioneer,1493 Cambridge St,Cambridge,MA,02139,Technology,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Oncology, Software",Vysioneer is an oncology AI company that enables pharma and clinicians to find the right treatment for tumors.,01/01/2019 12:00:00 AM,https://www.vysioneer.com/,-71.1048622,42.374697,POINT (-71.1048622 42.374697)
Ennoventure Inc,1 Broadway,Cambridge,MA,02142,Technology,Artificial Intelligence (AI),"Saas firm in anticounterfeiting , and brand engagement",01/01/2018 12:00:00 AM,https://www.ennoventure.com,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
Invaio Sciences,75 Moulton St,Cambridge,MA,02138,Life Sciences,"Agriculture, Biotechnology, Natural Resources","Invaio Sciences is a technology company that is dedicated to solving pressing agriculture, nutrition, and environmental challenges.",01/01/2018 12:00:00 AM,https://www.invaio.com/,-71.1484722,42.3924181,POINT (-71.1484722 42.3924181)
SourceTrace,125 Cambridgepark Dr Suite 301,Cambridge,MA,02140,Technology,"Agriculture, AgTech, Information Technology, SaaS, Service Industry, Software","SaaS Agtech across 29 countries, 1.2 million farmers become more sustainable by digitizing agriculture and making food systems traceable.",03/01/2013 12:00:00 AM,http://www.sourcetrace.com,-71.1457427,42.3951945,POINT (-71.1457427 42.3951945)
Marlinspike Therapeutics,325 Vassar St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Therapeutics",Marlinspike Therapeutics is a biotechnology company operating in stealth mode.,01/01/2022 12:00:00 AM,,-71.1057392,42.3550191,POINT (-71.1057392 42.3550191)
VirZoom,56 John F. Kennedy St #3,Cambridge,MA,02138,Technology,"Computer, Gaming, Software, Virtual Reality",VirZoom is a Cambridge-based virtual reality fitness technology company.,02/13/2015 12:00:00 AM,http://www.virzoom.com/,-71.1204605,42.371746,POINT (-71.1204605 42.371746)
MRL Ventures Fund,1 Kendall Square,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care",MRL Ventures is Merckâ€™s independent early-stage therapeutics venture capital fund.,01/01/2014 12:00:00 AM,http://www.mrlv.com,-71.0911017,42.3664461,POINT (-71.0911017 42.3664461)
Koch Institute for Integrative Cancer Research at MIT.,500 Main St building 76,Cambridge,MA,02139,Life Sciences,"Biotechnology, Oncology",Koch Institute for Integrative Cancer Research is a National basic cancer research center.,10/01/2007 12:00:00 AM,https://ki.mit.edu/,-71.0893571,42.3623099,POINT (-71.0893571 42.3623099)
BelleTorus,44 Spinelli Pl,Cambridge,MA,02138,Technology,"Artificial Intelligence (AI), Computer, Health Care, Information Technology, Security, Software",BelleTorus apply AI solutions for national security and digital health transformations.,01/01/2020 12:00:00 AM,https://www.belle.ai/,-71.153368,42.3923259,POINT (-71.153368 42.3923259)
Cognito Therapeutics,1218 Massachusetts Ave Suite 200,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Health Diagnostics, Medical Device, Therapeutics",Cognito Therapeutics is a neurotechnology company that is developing disease-modifying treatments for CNS illnesses.,01/01/2016 12:00:00 AM,https://www.cognitotx.com,-71.1155477,42.3719861,POINT (-71.1155477 42.3719861)
Beam,238 Main St,Cambridge,MA,02142,Technology,"Artificial Intelligence (AI), Developer Tools, Machine Learning","Beam enables users to deploy serverless REST APIs, async webhooks, and schedule cron jobs.",01/01/2021 12:00:00 AM,https://www.beam.cloud,-71.0846052,42.3621273,POINT (-71.0846052 42.3621273)
Lysoway Therapeutics,399 Binney St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Medical Device, Therapeutics",Lysoway Therapeutics has developed technological methods to screen and develop potent modulators of lysosomal ion channels.,01/01/2020 12:00:00 AM,https://www.lysoway.com/,-71.0902826,42.3676064,POINT (-71.0902826 42.3676064)
Atlas Venture,300 Technology Square 8th Floor,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Pharmaceutical, Venture Capital",Atlas Venture creates and invests in biotech startup companies with seed and early stage venture investments.,01/01/1980 12:00:00 AM,http://atlasventure.com,-71.0916238,42.3633654,POINT (-71.0916238 42.3633654)
STEMgem,750 Main St,Cambridge,MA,02139,Technology,"Computer, Consumer Electronics, Drones, Education, Information Technology, Internet of Things, Software, Virtual Reality",STEMgem provides smart device toolkits that enable students to create their own technology.,01/01/2017 12:00:00 AM,http://www.stemgem.com,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
Clade Therapeutics,245 First St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Medical",Clade Therapeutics discovers and delivers next-generation cell medicines to improve the lives of patients.,01/01/2020 12:00:00 AM,https://cladetx.com/,-71.0790258,42.363518,POINT (-71.0790258 42.363518)
Centrana Health,1575 Cambridge St,Cambridge,MA,02138,Technology,"Health Care, Information Technology, Medical, mHealth, Personal Health, Software",Centrana (formerly Uprise) is enabling a data driven approach to patient education by making clinician prescribed content available on a,01/01/2012 12:00:00 AM,http://centranahealth.com,-71.1070658,42.3757224,POINT (-71.1070658 42.3757224)
Glympse Bio,790 Memorial Dr,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Life Science, Medical Device, Nanotechnology",Glympse Bio is a biotechnology company that transforms disease detection and predict treatment response.,01/01/2015 12:00:00 AM,http://www.glympsebio.com,-71.1148288,42.3601666,POINT (-71.1148288 42.3601666)
Chondrogenix,245 First St #1800,Cambridge,MA,02142,Life Sciences,Genetics,Chondrogenix is a wholly owned subsidiary of Mogrify Ltd.,,https://www.chondrogenix.com/,-71.079066,42.3635706,POINT (-71.079066 42.3635706)
Vigil Neuroscience,75 Mt Auburn St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Life Science, Therapeutics",Vigil Neuroscience is a biotechnology company that develops novel therapeutics for neurodegenerative diseases.,01/01/2020 12:00:00 AM,https://www.vigilneuro.com,-71.1186448,42.3726398,POINT (-71.1186448 42.3726398)
NextWave Hire,196 Broadway,Cambridge,MA,02139,Technology,"Human Resources, Internet, Recruiting, Software","NextWave Hire allows HR teams to market their company  through career sites, and talent communities.",01/01/2014 12:00:00 AM,http://www.nextwavehire.com,-71.0924206,42.3656884,POINT (-71.0924206 42.3656884)
Magnet Biomedicine,170 Albany St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Medical, Pharmaceutical",Magnet Biomedicine is a biotechnology research platform specializing in discovering true molecular glues.,01/01/2019 12:00:00 AM,https://magnetbio.com,-71.0984202,42.3596436,POINT (-71.0984202 42.3596436)
BeiGene,55 Cambridge Pkwy #700w,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Life Science, Medical","BeiGene is a life sciences, biotechnology company.",01/01/2010 12:00:00 AM,https://www.beigene.com,-71.0758689,42.3659483,POINT (-71.0758689 42.3659483)
Sextant Therapeutics,675 Massachusetts Ave,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care",Sextant is developing personalized cancer therapies that trigger the tumor to recruit the patient's own cancer-killing immune response.,01/01/2011 12:00:00 AM,http://sextantbio.com/,-71.1039725,42.3658993,POINT (-71.1039725 42.3658993)
Flare Therapeutics,215 First St # 440,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Health Care, Life Science",Flare Therapeutics is a biotech startup that creates precision therapies for cancer and other disorders by targeting transcription factors.,01/01/2021 12:00:00 AM,https://www.flaretx.com,-71.0792274,42.364414,POINT (-71.0792274 42.364414)
GivingData,45 Prospect St,Cambridge,MA,02139,Technology,"Business Intelligence, Enterprise Software, Non Profit, SaaS, Software",GivingData is an enterprise SaaS grants management solution for private and family foundations.,01/01/2009 12:00:00 AM,https://givingdata.com,-71.1036236,42.3664412,POINT (-71.1036236 42.3664412)
Epizyme,400 Technology Square,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Health Care",Epizyme is a biopharmaceutical company focusing on treatments for blood cancer and tumors.,01/01/2007 12:00:00 AM,http://www.epizyme.com,-71.0918734,42.3639843,POINT (-71.0918734 42.3639843)
Repertoire Immune Medicines,1 Kendall Square #1400W,Cambridge,MA,02139,Life Sciences,"Biotechnology, Life Science, Medical, Therapeutics",Repertoire Immune Medicines is a clinical stage biotechnology company.,01/01/2015 12:00:00 AM,https://www.repertoire.com,-71.0905116,42.3673898,POINT (-71.0905116 42.3673898)
Korro Bio,250 Massachusetts Ave,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Pharmaceutical","Korro Bio provides an efficient and selective method for RNA editing, leveraging natural processes common to all multi-cellular organisms.",01/01/2018 12:00:00 AM,https://www.korrobio.com,-71.0981572,42.3613789,POINT (-71.0981572 42.3613789)
Pendar Technologies,30 Spinelli Pl,Cambridge,MA,02138,Technology,"Chemical, Electronics, Industrial Manufacturing, Machine Learning, Manufacturing",Pendar is a privately held company that specializes in advancing intelligent chemistry systems.,01/01/2015 12:00:00 AM,https://www.pendar.com/,-71.153042,42.3917794,POINT (-71.153042 42.3917794)
Harbinger Health,27 Spinelli Pl,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Health Diagnostics",Harbinger Health is a biotechnology company that develops a two-tier testing model for the detection of early cancer with a blood test.,01/01/2018 12:00:00 AM,https://harbinger-health.com,-71.1540715,42.3918844,POINT (-71.1540715 42.3918844)
Foundation Medicine,150 Second St,Cambridge,MA,02141,Life Sciences,"Biotechnology, Genetics, Health Care, Medical",Foundation medicine is a molecular information company developing clinical diagnostic tests that facilitates personalized cancer therapies.,01/01/2010 12:00:00 AM,http://www.foundationmedicine.com,-71.0788269,42.3670539,POINT (-71.0788269 42.3670539)
Neuroscouting,2464 Massachusetts Ave Vestibule,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Neuroscience",NeuroScouting is leading new frontiers in the development of neuroscience-based technologies for health and sport.,01/01/2007 12:00:00 AM,http://www.neuroscouting.com,-71.1319119,42.3983786,POINT (-71.1319119 42.3983786)
Availant,2 Leighton St,Cambridge,MA,02141,Technology,"Computer, Software",Provides network management software and availability management software and services,01/01/1987 12:00:00 AM,http://www.availant.com/,-71.0738138,42.3702545,POINT (-71.0738138 42.3702545)
STRM.BIO,750 Main St,Cambridge,MA,02139,Life Sciences,Biotechnology,STRM.BIO is a biotechnology company that uses extracellular vesicles to deliver gene therapy in a more efficient and practical manner.,01/01/2019 12:00:00 AM,https://strm.bio/,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
Beam Therapeutics,238 Main St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Genetics, Medical, Therapeutics",Beam Therapeutics is a biotechnology company developing precision genetic medicines through the use of base editing technology.,01/01/2017 12:00:00 AM,https://beamtx.com,-71.0846052,42.3621273,POINT (-71.0846052 42.3621273)
Crossbow Therapeutics,763E Concord Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Life Science, Medical, Oncology","Crossbow Therapeutics expands cancer treatment through potent and precise antibody therapies, targeting a vast range of cancer antigens.",01/01/2021 12:00:00 AM,https://www.crossbowtx.com,-71.1525775,42.3926701,POINT (-71.1525775 42.3926701)
Solarea Bio,1 Broadway,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Therapeutics, Wellness",Solarea Bio develops microbial therapeutics aimed to treat indications derived from chronic inflammation to aid human health.,01/01/2017 12:00:00 AM,https://solareabio.com,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
Neuroptika,85 Bolton St,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care",Neuroptikaâ€™s mission is to improve patientsâ€™ lives by developing novel regenerative therapies for ophthalmic diseases,01/01/2018 12:00:00 AM,https://www.neuroptika.com,-71.1307334,42.3901692,POINT (-71.1307334 42.3901692)
Salient Predictions,245 Main St,Cambridge,MA,02142,Technology,Software,Salient Predictions uses ML & ocean data to provide long range weather forecast for use in diverse industries.,01/01/2019 12:00:00 AM,https://www.salientpredictions.com/,-71.0847593,42.3625478,POINT (-71.0847593 42.3625478)
Voyager Therapeutics,64 Sidney St 5th floor,Cambridge,MA,02139,Life Sciences,"Biotechnology, Genetics, Health Care, Life Science",Voyager Therapeutics is a biotechnology company specializing in gene therapy and neurology.,01/01/2014 12:00:00 AM,https://www.voyagertherapeutics.com/,-71.1012956,42.3609187,POINT (-71.1012956 42.3609187)
Swoop,125 Cambridgepark Dr,Cambridge,MA,02140,Technology,"Analytics, Artificial Intelligence (AI), Health Care, Machine Learning, Pharmaceutical","Swoop is a provider of artificial intelligence and machine learning solutions to find, engage, and convert the ideal patient population.",01/01/2011 12:00:00 AM,http://www.swoop.com,-71.145814,42.3951725,POINT (-71.145814 42.3951725)
PegaSense,485 Massachusetts Ave #3,Cambridge,MA,02139,Technology,"Analytics, Health Care, Sporting Goods","Professional sports have been using health and fitness analytics to prevent injuries, but equestrian sports have been left behind.",01/01/2014 12:00:00 AM,http://www.pegasense.com/,-71.101249,42.3641559,POINT (-71.101249 42.3641559)
Metrika,100 Cambridgepark Dr 2nd Floor,Cambridge,MA,02140,Technology,"Analytics, Blockchain, Data Visualization",Metrika is a monitoring and analytics platform that provides visibility and actionable insights into blockchain networks.,01/01/2019 12:00:00 AM,https://www.metrika.co,-71.1448349,42.3942731,POINT (-71.1448349 42.3942731)
Cumulus Digital Systems,68 Moulton St,Cambridge,MA,02138,Technology,"Consumer Electronics, Information Technology, Internet, Internet of Things, Software, Telecommunications",Cumulus Digital Systems is a startup building an Internet of Tools-powered platform to make industrial facilities safer.,01/01/2018 12:00:00 AM,https://www.cumulusds.com/,-71.147338,42.3920968,POINT (-71.147338 42.3920968)
Skyline Nav AI,88 Memorial Dr,Cambridge,MA,02142,Technology,Artificial Intelligence (AI),Skyline Nav AI is a software company that offers positioning and navigation services using GPS and paper maps.,01/01/2020 12:00:00 AM,https://www.skylinenav.com/,-71.0863592,42.3590516,POINT (-71.0863592 42.3590516)
Celsius Therapeutics,399 Binney St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Emergency Medicine, Genetics, Health Care, Precision Medicine",Celsius Therapeutics is a biotechnology company that develops precision medicines for cancer and autoimmune disease patients.,01/01/2018 12:00:00 AM,http://www.celsiustx.com,-71.0902725,42.3676033,POINT (-71.0902725 42.3676033)
Orbital Therapeutics,100 Binney St,Cambridge,MA,02142,Life Sciences,"Alternative Medicine, Biotechnology, Life Science, Therapeutics",Orbital Therapeutics is a biotechnology company that develops RNA-based medicines to treat disease in humans.,01/01/2022 12:00:00 AM,https://orbitaltx.com,-71.0810426,42.3652123,POINT (-71.0810426 42.3652123)
Sigilon Therapeutics,100 Binney St UNIT 600,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Wellness",Sigilon Therapeutics is a biotech company that specializes in creating immune-privileged products for treating acute and chronic diseases.,01/01/2015 12:00:00 AM,http://sigilon.com,-71.080809,42.3653473,POINT (-71.080809 42.3653473)
Synlife,301 Binney St #402,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Pharmaceutical",Synlife is innovating new therapeutic and diagnostic platforms through bottom-up engineering of synthetic cells.,01/01/2017 12:00:00 AM,https://www.synlifebio.com/,-71.0864639,42.3666877,POINT (-71.0864639 42.3666877)
Vesigen Therapeutics,85 Bolton St,Cambridge,MA,02140,Life Sciences,"Biotechnology, Therapeutics",Vesigen Therapeutics is a biotechnology company that develops groundbreaking therapeutic products.,01/01/2019 12:00:00 AM,https://www.vesigentx.com/,-71.1308332,42.3901599,POINT (-71.1308332 42.3901599)
Mitobridge,1030 Massachusetts Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Life Science, Therapeutics",Mitobridge is discovering and developing small molecule therapeutics that improve mitochondrial functions.,01/01/2011 12:00:00 AM,http://www.mitobridge.com/,-71.1123147,42.3694616,POINT (-71.1123147 42.3694616)
Neurocycle Therapeutics,35 Cambridgepark Dr Suite 350,Cambridge,MA,02140,Life Sciences,Biotechnology,Neurocycle Therapeutics is a biopharmaceutical company that focuses on sub-type selective GABA-A modulation.,01/01/2016 12:00:00 AM,http://www.neurocycletherapeutics.com/,-71.1435055,42.3948758,POINT (-71.1435055 42.3948758)
Quantori,1 Broadway,Cambridge,MA,02142,Technology,"Health Care, Information Technology, Life Science, Pharmaceutical, Software",Quantori is a software company that renders its digital IT and data science expertise services for Life Sciences and Healthcare research.,01/01/2020 12:00:00 AM,https://quantori.com/,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
Metaphore Biotechnologies,140 First St Suite 501,Cambridge,MA,02141,Life Sciences,"Biotechnology, Product Research, Therapeutics",Metaphore Biotechnologies is a firm that uses biomimicry and machine learning to unlock the revolutionary therapeutic.,01/01/2021 12:00:00 AM,https://metaphorebio.com,-71.0775205,42.3665757,POINT (-71.0775205 42.3665757)
Alkeus Pharmaceuticals,44 Brattle St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Medical, Medical Device, Pharmaceutical",Alkeus Pharmaceuticals is a Boston-based startup focused on treatments for serious ophthalmic conditions.,01/01/2011 12:00:00 AM,http://www.alkeuspharma.com,-71.1218741,42.3737541,POINT (-71.1218741 42.3737541)
Abt Associates,10 Fawcett St,Cambridge,MA,02138,Technology,"Big Data, Consulting, Consumer Research, Data Visualization","Since 1965, Abt Associates has been driven by a simple mission: improve the quality of life and economic well-being of people worldwide.",01/01/1965 12:00:00 AM,http://www.abtassociates.com,-71.1453725,42.3893434,POINT (-71.1453725 42.3893434)
ARTBIO,1 Kendall Square Building 300 Suite 201,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Hospital, Medical, Medical Device, Pharmaceutical",ARTBIO is a clinical-stage radiopharmaceutical biotechnology business that is working to create a new class of alpha radioligand medicines.,01/01/2021 12:00:00 AM,https://artbio.com,-71.0909314,42.3659601,POINT (-71.0909314 42.3659601)
Scholar Rock,301 Binney St 3rd Floor,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Medical, Therapeutics",Scholar Rock is a biopharmaceutical company that develops and discovers new medicines and treatments for the serious diseases.,01/01/2012 12:00:00 AM,http://scholarrock.com,-71.0873814,42.3666656,POINT (-71.0873814 42.3666656)
Mobile.co,314 Main St Suite 1200,Cambridge,MA,02142,Technology,"Enterprise Software, Internet, Mobile, Mobile Devices, Online Portals, Open Source, Software, Software Engineering",Mobile.co is an online community for the new mobile workforce that allows people to make money using their mobile devices.,01/01/2013 12:00:00 AM,http://mobile.co,-71.0868591,42.3622223,POINT (-71.0868591 42.3622223)
Broad Institute,415 Main St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Clinical Trials, Life Science",The Broad Institute brings together a diverse group of individuals from across its partner institutions to confront biomedical challenges.,01/01/2003 12:00:00 AM,http://www.broadinstitute.org,-71.0888228,42.3628314,POINT (-71.0888228 42.3628314)
Wise Systems,84 Sherman St,Cambridge,MA,02140,Technology,"Artificial Intelligence (AI), Enterprise Software, Fleet Management, Logistics, Machine Learning",Wise Systems' autonomous dispatch and routing software uses AI to improve fleet efficiency and customer service for last-mile operations.,01/01/2014 12:00:00 AM,http://www.wisesystems.com,-71.1320621,42.3881203,POINT (-71.1320621 42.3881203)
Kojin Therapeutics,500 Technology Square Suite 901,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Health Care, Life Science, Medical",Kojin is a biopharmaceutical company that develops new targeted therapeutics based on cell state and ferroptosis biology.,01/01/2020 12:00:00 AM,https://kojintx.com,-71.0925508,42.3633719,POINT (-71.0925508 42.3633719)
Curl,56 John F. Kennedy St,Cambridge,MA,02138,Technology,"Enterprise Software, Software, Web Development",Curl develops and maintains the Curl Rich Internet Application (RIA) platform. The foundational technologies for Curl emerged out of,01/01/1998 12:00:00 AM,http://curl.com,-71.1205016,42.3717425,POINT (-71.1205016 42.3717425)
Cullinan Pearl,1 Main St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Pharmaceutical",Cullinan Pearl develops an orally available tyrosine kinase inhibitor to target Epidermal Growth Factor Receptor exon 20 mutations.,01/01/2016 12:00:00 AM,https://www.cullinanoncology.com/cullinan-pearl,-71.0799976,42.362177,POINT (-71.0799976 42.362177)
Obsidian Therapeutics,1030 Massachusetts Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Pharmaceutical",Obsidian Therapeutics is a developer of a next-generation cell and gene therapies created to extend adoptive immunotherapy.,01/01/2015 12:00:00 AM,http://obsidiantx.com/,-71.1122782,42.369497,POINT (-71.1122782 42.369497)
Atlas5D,1 Broadway 14th Floor,Cambridge,MA,02142,Technology,"Hardware, Software",Atlas5D is a leader in creating solutions to help people with reduced mobility live better and richer lives.,12/29/2011 12:00:00 AM,http://www.atlas5d.com,-71.0839263,42.3628373,POINT (-71.0839263 42.3628373)
Radix Labs,1 Kendall Square,Cambridge,MA,02139,Technology,"Biotechnology, Database, Operating Systems, Software",Radix Labs aims to be the operating system for laboratories.,01/01/2017 12:00:00 AM,https://www.radix.bio,-71.0908413,42.3664374,POINT (-71.0908413 42.3664374)
Auraleaf Innovations Inc.,1280 Cambridge St,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Cannabis, Consumer Goods, Dental, Health Care, Personal Health",Auraleaf Innovations is a US-based company focused on developing oral care solutions using plant-derived active ingredients.,04/01/2021 12:00:00 AM,https://getmouthe.com,-71.0988573,42.3732571,POINT (-71.0988573 42.3732571)
Astria Therapeutics,245 First St #1800,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Health Care, Medical",Astria Therapeutics discovers and develops innovative drugs for treating inflammatory conditions.,01/01/2008 12:00:00 AM,https://www.astriatx.com/,-71.0790784,42.3635819,POINT (-71.0790784 42.3635819)
